ISO 639-3	ISO 639-2	ISO 639-1	Language Name
tvl	tvl		Tuvalu
tvm			Tela-Masbuar
tvn			Tavoyan
tvo			Tidore
tvs			Taveta
tvt			Tutsa Naga
tvw			Sedoa
tvy			Timor Pidgin
twa			Twana
twb			Western Tawbuid
twc			Teshenawa
twd			Twents
twe			Tewa (Indonesia)
twf			Northern Tiwa
twg			Tereweng
twh			Tai Dón
twi	twi	tw	Twi
twl			Tawara
twm			Tawang Monpa
twn			Twendi
two			Tswapong
twp			Ere
twq			Tasawaq
twr			Southwestern Tarahumara
twt			Turiwára
twu			Termanu
tww			Tuwari
twx			Tewe
twy			Tawoyan
txa			Tombonuo
txb			Tokharian B
txc			Tsetsaut
txe			Totoli
txg			Tangut
txh			Thracian
txi			Ikpeng
txm			Tomini
txn			West Tarangan
txo			Toto
txq			Tii
txr			Tartessian
txs			Tonsea
txt			Citak
txu			Kayapó
txx			Tatana
txy			Tanosy Malagasy
tya			Tauya
tye			Kyenga
tyh			O'du
tyi			Teke-Tsaayi
tyj			Tai Do
tyl			Thu Lao
tyn			Kombai
typ			Thaypan
tyr			Tai Daeng
tys			Tày Sa Pa
tyt			Tày Tac
tyu			Kua
tyv	tyv		Tuvinian
tyx			Teke-Tyee
tyz			Tày
tza			Tanzanian Sign Language
tzh			Tzeltal
tzj			Tz'utujil
tzm			Central Atlas Tamazight
tzn			Tugun
tzo			Tzotzil
tzx			Tabriak
uam			Uamué
uan			Kuan
uar			Tairuma
uba			Ubang
ubi			Ubi
ubl			Buhi'non Bikol
ubr			Ubir
ubu			Umbu-Ungu
uby			Ubykh
uda			Uda
ude			Udihe
udg			Muduga
udi			Udi
udj			Ujir
udl			Wuzlam
udm	udm		Udmurt
udu			Uduk
ues			Kioko
ufi			Ufim
uga	uga		Ugaritic
ugb			Kuku-Ugbanh
uge			Ughele
ugn			Ugandan Sign Language
ugo			Ugong
ugy			Uruguayan Sign Language
uha			Uhami
uhn			Damal
uig	uig	ug	Uighur
uis			Uisai
uiv			Iyive
uji			Tanjijili
uka			Kaburi
ukg			Ukuriguma
ukh			Ukhwejo
ukl			Ukrainian Sign Language
ukp			Ukpe-Bayobiri
ukq			Ukwa
ukr	ukr	uk	Ukrainian
uks			Urubú-Kaapor Sign Language
uku			Ukue
ukw			Ukwuani-Aboh-Ndoni
ula			Fungwa
ulb			Ulukwumi
ulc			Ulch
ulf			Usku
uli			Ulithian
ulk			Meriam
ull			Ullatan
ulm			Ulumanda'
uln			Unserdeutsch
ulu			Uma' Lung
ulw			Ulwa
uma			Umatilla
umb	umb		Umbundu
umc			Marrucinian
umd			Umbindhamu
umg			Umbuygamu
umi			Ukit
umm			Umon
umn			Makyan Naga
umo			Umotína
ump			Umpila
umr			Umbugarla
ums			Pendau
umu			Munsee
una			North Watut
une			Uneme
ung			Ngarinyin
unk			Enawené-Nawé
unm			Unami
unp			Worora
unr			Mundari
unx			Munda
unz			Unde Kaili
uok			Uokha
upi			Umeda
upv			Uripiv-Wala-Rano-Atchin
ura			Urarina
urb			Urubú-Kaapor
urc			Urningangg
urd	urd	ur	Urdu
ure			Uru
urf			Uradhi
urg			Urigina
urh			Urhobo
uri			Urim
urk			Urak Lawoi'
url			Urali
urm			Urapmin
urn			Uruangnirin
uro			Ura (Papua New Guinea)
urp			Uru-Pa-In
urr			Lehalurup
urt			Urat
uru			Urumi
urv			Uruava
urw			Sop
urx			Urimo
ury			Orya
urz			Uru-Eu-Wau-Wau
usa			Usarufa
ush			Ushojo
usi			Usui
usk			Usaghade
usp			Uspanteco
usu			Uya
uta			Otank
ute			Ute-Southern Paiute
utp			Amba (Solomon Islands)
utr			Etulo
utu			Utu
uum			Urum
uun			Kulon-Pazeh
uur			Ura (Vanuatu)
uuu			U
uve			West Uvean
uvh			Uri
uvl			Lote
uwa			Kuku-Uwanh
uya			Doko-Uyanga
uzb	uzb	uz	Uzbek
uzn			Northern Uzbek
uzs			Southern Uzbek
vaa			Vaagri Booli
vae			Vale
vaf			Vafsi
vag			Vagla
vah			Varhadi-Nagpuri
vai	vai		Vai
vaj			Vasekela Bushman
val			Vehes
vam			Vanimo
van			Valman
vao			Vao
vap			Vaiphei
var			Huarijio
vas			Vasavi
vau			Vanuma
vav			Varli
vay			Wayu
vbb			Southeast Babar
vbk			Southwestern Bontok
vec			Venetian
ved			Veddah
vel			Veluws
vem			Vemgo-Mabas
ven	ven	ve	Venda
veo			Ventureño
vep			Veps
ver			Mom Jango
vgr			Vaghri
vgt			Vlaamse Gebarentaal
vic			Virgin Islands Creole English
vid			Vidunda
vie	vie	vi	Vietnamese
vif			Vili
vig			Viemo
vil			Vilela
vin			Vinza
vis			Vishavan
vit			Viti
viv			Iduna
vka			Kariyarra
vki			Ija-Zuba
vkj			Kujarge
vkk			Kaur
vkl			Kulisusu
vkm			Kamakan
vko			Kodeoha
vkp			Korlai Creole Portuguese
vkt			Tenggarong Kutai Malay
vku			Kurrama
vlp			Valpei
vls			Vlaams
vma			Martuyhunira
vmb			Mbabaram
vmc			Juxtlahuaca Mixtec
vmd			Mudu Koraga
vme			East Masela
vmf			Mainfränkisch
vmg			Minigir
vmh			Maraghei
vmi			Miwa
vmj			Ixtayutla Mixtec
vmk			Makhuwa-Shirima
vml			Malgana
vmm			Mitlatongo Mixtec
vmp			Soyaltepec Mazatec
vmq			Soyaltepec Mixtec
vmr			Marenje
vms			Moksela
vmu			Muluridyi
vmv			Valley Maidu
vmw			Makhuwa
vmx			Tamazola Mixtec
vmy			Ayautla Mazatec
vmz			Mazatlán Mazatec
vnk			Vano
vnm			Vinmavis
vnp			Vunapu
vol	vol	vo	Volapük
vor			Voro
vot	vot		Votic
vra			Vera'a
vro			Võro
vrs			Varisi
vrt			Burmbar
vsi			Moldova Sign Language
vsl			Venezuelan Sign Language
vsv			Valencian Sign Language
vto			Vitou
vum			Vumbu
vun			Vunjo
vut			Vute
vwa			Awa (China)
waa			Walla Walla
wab			Wab
wac			Wasco-Wishram
wad			Wandamen
wae			Walser
waf			Wakoná
wag			Wa'ema
wah			Watubela
wai			Wares
waj			Waffa
wal	wal		Wolaytta
wam			Wampanoag
wan			Wan
wao			Wappo
wap			Wapishana
waq			Wageman
war	war		Waray (Philippines)
was	was		Washo
wat			Kaninuwa
wau			Waurá
wav			Waka
waw			Waiwai
wax			Watam
way			Wayana
waz			Wampur
wba			Warao
wbb			Wabo
wbe			Waritai
wbf			Wara
wbh			Wanda
wbi			Vwanji
wbj			Alagwa
wbk			Waigali
wbl			Wakhi
wbm			Wa
wbp			Warlpiri
wbq			Waddar
wbr			Wagdi
wbt			Wanman
wbv			Wajarri
wbw			Woi
wca			Yanomámi
wci			Waci Gbe
wdd			Wandji
wdg			Wadaginam
wdj			Wadjiginy
wdu			Wadjigu
wea			Wewaw
wec			Wè Western
wed			Wedau
weh			Weh
wei			Were
wem			Weme Gbe
weo			North Wemale
wep			Westphalien
wer			Weri
wes			Cameroon Pidgin
wet			Perai
weu			Welaung
wew			Wejewa
wfg			Yafi
wga			Wagaya
wgb			Wagawaga
wgg			Wangganguru
wgi			Wahgi
wgo			Waigeo
wgy			Warrgamay
wha			Manusela
whg			North Wahgi
whk			Wahau Kenyah
whu			Wahau Kayan
wib			Southern Toussian
wic			Wichita
wie			Wik-Epa
wif			Wik-Keyangan
wig			Wik-Ngathana
wih			Wik-Me'anha
wii			Minidien
wij			Wik-Iiyanh
wik			Wikalkan
wil			Wilawila
wim			Wik-Mungkan
win			Ho-Chunk
wir			Wiraféd
wit			Wintu
wiu			Wiru
wiv			Muduapa
wiw			Wirangu
wiy			Wiyot
wja			Waja
wji			Warji
wka			Kw'adza
wkb			Kumbaran
wkd			Wakde
wkl			Kalanadi
wku			Kunduvadi
wkw			Wakawaka
wla			Walio
wlc			Mwali Comorian
wle			Wolane
wlg			Kunbarlang
wli			Waioli
wlk			Wailaki
wll			Wali (Sudan)
wlm			Middle Welsh
wln	wln	wa	Walloon
wlo			Wolio
wlr			Wailapa
wls			Wallisian
wlu			Wuliwuli
wlv			Wichí Lhamtés Vejoz
wlw			Walak
wlx			Wali (Ghana)
wly			Waling
wma			Mawa (Nigeria)
wmb			Wambaya
wmc			Wamas
wmd			Mamaindé
wme			Wambule
wmh			Waima'a
wmi			Wamin
wmm			Maiwa (Indonesia)
wmn			Waamwang
wmo			Wom (Papua New Guinea)
wms			Wambon
wmt			Walmajarri
wmw			Mwani
wmx			Womo
wnb			Wanambre
wnc			Wantoat
wnd			Wandarang
wne			Waneci
wng			Wanggom
wni			Ndzwani Comorian
wnk			Wanukaka
wnm			Wanggamala
wno			Wano
wnp			Wanap
wnu			Usan
woa			Tyaraity
wob			Wè Northern
woc			Wogeo
wod			Wolani
woe			Woleaian
wof			Gambian Wolof
wog			Wogamusin
woi			Kamang
wok			Longto
wol	wol	wo	Wolof
wom			Wom (Nigeria)
won			Wongo
woo			Manombai
wor			Woria
wos			Hanga Hundi
wow			Wawonii
woy			Weyto
wpc			Maco
wra			Warapu
wrb			Warluwara
wrd			Warduji
wrg			Warungu
wrh			Wiradhuri
wri			Wariyangga
wrl			Warlmanpa
wrm			Warumungu
wrn			Warnang
wrp			Waropen
wrr			Wardaman
wrs			Waris
wru			Waru
wrv			Waruna
wrw			Gugu Warra
wrx			Wae Rana
wry			Merwari
wrz			Waray (Australia)
wsa			Warembori
wsi			Wusi
wsk			Waskia
wsr			Owenia
wss			Wasa
wsu			Wasu
wsv			Wotapuri-Katarqalai
wtf			Dumpu
wti			Berta
wtk			Watakataui
wtm			Mewati
wtw			Wotu
wua			Wikngenchera
wub			Wunambal
wud			Wudu
wuh			Wutunhua
wul			Silimo
wum			Wumbvu
wun			Bungu
wur			Wurrugu
wut			Wutung
wuu			Wu Chinese
wuv			Wuvulu-Aua
wux			Wulna
wuy			Wauyai
wwa			Waama
wwo			Wetamut
wwr			Warrwa
www			Wawa
wxa			Waxianghua
wya			Wyandot
wyb			Wangaaybuwan-Ngiyambaa
wym			Wymysorys
wyr			Wayoró
wyy			Western Fijian
xaa			Andalusian Arabic
xab			Sambe
xac			Kachari
xad			Adai
xae			Aequian
xag			Aghwan
xai			Kaimbé
xal	xal		Kalmyk
xam			/Xam
xan			Xamtanga
xao			Khao
xap			Apalachee
xaq			Aquitanian
xar			Karami
xas			Kamas
xat			Katawixi
xau			Kauwera
xav			Xavánte
xaw			Kawaiisu
xay			Kayan Mahakam
xba			Kamba (Brazil)
xbb			Lower Burdekin
xbc			Bactrian
xbi			Kombio
xbm			Middle Breton
xbn			Kenaboi
xbo			Bolgarian
xbr			Kambera
xbw			Kambiwá
xbx			Kabixí
xcb			Cumbric
xcc			Camunic
xce			Celtiberian
xcg			Cisalpine Gaulish
xch			Chemakum
xcl			Classical Armenian
xcm			Comecrudo
xcn			Cotoname
xco			Chorasmian
xcr			Carian
xct			Classical Tibetan
xcu			Curonian
xcv			Chuvantsy
xcw			Coahuilteco
xcy			Cayuse
xdc			Dacian
xdm			Edomite
xdy			Malayic Dayak
xeb			Eblan
xed			Hdi
xeg			//Xegwi
xel			Kelo
xem			Kembayan
xep			Epi-Olmec
xer			Xerénte
xes			Kesawai
xet			Xetá
xeu			Keoru-Ahia
xfa			Faliscan
xga			Galatian
xgf			Gabrielino-Fernandeño
xgl			Galindan
xgr			Garza
xha			Harami
xhc			Hunnic
xhd			Hadrami
xhe			Khetrani
xho	xho	xh	Xhosa
xhr			Hernican
xht			Hattic
xhu			Hurrian
xhv			Khua
xia			Xiandao
xib			Iberian
xii			Xiri
xil			Illyrian
xin			Xinca
xip			Xipináwa
xir			Xiriâna
xiv			Indus Valley Language
xiy			Xipaya
xka			Kalkoti
xkb			Northern Nago
xkc			Kho'ini
xkd			Mendalam Kayan
xke			Kereho
xkf			Khengkha
xkg			Kagoro
xkh			Karahawyana
xki			Kenyan Sign Language
xkj			Kajali
xkk			Kaco'
xkl			Mainstream Kenyah
xkn			Kayan River Kayan
xko			Kiorr
xkp			Kabatei
xkq			Koroni
xkr			Xakriabá
xks			Kumbewaha
xkt			Kantosi
xku			Kaamba
xkv			Kgalagadi
xkw			Kembra
xkx			Karore
xky			Uma' Lasan
xkz			Kurtokha
xla			Kamula
xlb			Loup B
xlc			Lycian
xld			Lydian
xle			Lemnian
xlg			Ligurian (Ancient)
xli			Liburnian
xln			Alanic
xlo			Loup A
xlp			Lepontic
xls			Lusitanian
xlu			Cuneiform Luwian
xly			Elymian
xma			Mushungulu
xmb			Mbonga
xmc			Makhuwa-Marrevone
xmd			Mbedam
xme			Median
xmf			Mingrelian
xmg			Mengaka
xmh			Kuku-Muminh
xmj			Majera
xmk			Ancient Macedonian
xml			Malaysian Sign Language
xmm			Manado Malay
xmn			Manichaean Middle Persian
xmo			Morerebi
xmp			Kuku-Mu'inh
xmq			Kuku-Mangk
xmr			Meroitic
xms			Moroccan Sign Language
xmt			Matbat
xmu			Kamu
xmv			Antankarana Malagasy
xmw			Tsimihety Malagasy
xmx			Maden
xmy			Mayaguduna
xmz			Mori Bawah
xna			Ancient North Arabian
xnb			Kanakanabu
xng			Middle Mongolian
xnh			Kuanhua
xnn			Northern Kankanay
xno			Anglo-Norman
xnr			Kangri
xns			Kanashi
xnt			Narragansett
xoc			O'chi'chi'
xod			Kokoda
xog			Soga
xoi			Kominimung
xok			Xokleng
xom			Komo (Sudan)
xon			Konkomba
xoo			Xukurú
xop			Kopar
xor			Korubo
xow			Kowaki
xpc			Pecheneg
xpe			Liberia Kpelle
xpg			Phrygian
xpi			Pictish
xpk			Kulina Pano
xpm			Pumpokol
xpn			Kapinawá
xpo			Pochutec
xpp			Puyo-Paekche
xpq			Mohegan-Pequot
xpr			Parthian
xps			Pisidian
xpu			Punic
xpy			Puyo
xqa			Karakhanid
xqt			Qatabanian
xra			Krahô
xrb			Eastern Karaboro
xre			Kreye
xri			Krikati-Timbira
xrm			Armazic
xrn			Arin
xrr			Raetic
xrt			Aranama-Tamique
xru			Marriammu
xrw			Karawa
xsa			Sabaean
xsb			Tinà Sambal
xsc			Scythian
xsd			Sidetic
xse			Sempan
xsh			Shamang
xsi			Sio
xsj			Subi
xsl			South Slavey
xsm			Kasem
xsn			Sanga (Nigeria)
xso			Solano
xsp			Silopi
xsq			Makhuwa-Saka
xsr			Sherpa
xss			Assan
xsu			Sanumá
xsv			Sudovian
xsy			Saisiyat
xta			Alcozauca Mixtec
xtb			Chazumba Mixtec
xtc			Katcha-Kadugli-Miri
xtd			Diuxi-Tilantongo Mixtec
xte			Ketengban
xtg			Transalpine Gaulish
xti			Sinicahua Mixtec
xtj			San Juan Teita Mixtec
xtl			Tijaltepec Mixtec
xtm			Magdalena Peñasco Mixtec
xtn			Northern Tlaxiaco Mixtec
xto			Tokharian A
xtp			San Miguel Piedras Mixtec
xtq			Tumshuqese
xtr			Early Tripuri
xts			Sindihui Mixtec
xtt			Tacahua Mixtec
xtu			Cuyamecalco Mixtec
xtw			Tawandê
xty			Yoloxochitl Mixtec
xtz			Tasmanian
xua			Alu Kurumba
xub			Betta Kurumba
xug			Kunigami
xuj			Jennu Kurumba
xum			Umbrian
xuo			Kuo
xup			Upper Umpqua
xur			Urartian
xut			Kuthant
xuu			Kxoe
xve			Venetic
xvi			Kamviri
xvn			Vandalic
xvo			Volscian
xvs			Vestinian
xwa			Kwaza
xwc			Woccon
xwe			Xwela Gbe
xwg			Kwegu
xwl			Western Xwla Gbe
xwo			Written Oirat
xwr			Kwerba Mamberamo
xxb			Boro (Ghana)
xxk			Ke'o
xxr			Koropó
xxt			Tambora
xyl			Yalakalore
xzh			Zhang-Zhung
xzm			Zemgalian
xzp			Ancient Zapotec
yaa			Yaminahua
yab			Yuhup
yac			Pass Valley Yali
yad			Yagua
yae			Pumé
yaf			Yaka (Democratic Republic of Congo)
yag			Yámana
yah			Yazgulyam
yai			Yagnobi
yaj			Banda-Yangere
yak			Yakama
yal			Yalunka
yam			Yamba
yan			Mayangna
yao	yao		Yao
yap	yap		Yapese
yaq			Yaqui
yar			Yabarana
yas			Nugunu (Cameroon)
yat			Yambeta
yau			Yuwana
yav			Yangben
yaw			Yawalapití
yax			Yauma
yay			Agwagwune
yaz			Lokaa
yba			Yala
ybb			Yemba
ybd			Yangbye
ybe			West Yugur
ybh			Yakha
ybi			Yamphu
ybj			Hasha
ybk			Bokha
ybl			Yukuben
ybm			Yaben
ybn			Yabaâna
ybo			Yabong
ybx			Yawiyo
yby			Yaweyuha
ych			Chesu
ycl			Lolopo
ycn			Yucuna
ycp			Chepya
ydd			Eastern Yiddish
yde			Yangum Dey
ydg			Yidgha
ydk			Yoidik
yds			Yiddish Sign Language
yea			Ravula
yec			Yeniche
yee			Yimas
yei			Yeni
yej			Yevanic
yel			Yela
yen			Yendang
yer			Tarok
yes			Yeskwa
yet			Yetfa
yeu			Yerukula
yev			Yapunda
yey			Yeyi
ygl			Yangum Gel
ygm			Yagomi
ygp			Gepo
ygr			Yagaria
ygw			Yagwoia
yha			Baha Buyang
yhd			Judeo-Iraqi Arabic
yhl			Hlepho Phowa
yia			Yinggarda
yid	yid	yi	Yiddish
yif			Ache
yig			Wusa Nasu
yih			Western Yiddish
yii			Yidiny
yij			Yindjibarndi
yik			Dongshanba Lalo
yil			Yindjilandji
yim			Yimchungru Naga
yin			Yinchia
yip			Pholo
yiq			Miqie
yir			North Awyu
yis			Yis
yit			Eastern Lalu
yiu			Awu
yiv			Northern Nisu
yix			Axi Yi
yiy			Yir Yoront
yiz			Azhe
yka			Yakan
ykg			Northern Yukaghir
yki			Yoke
ykk			Yakaikeke
ykl			Khlula
ykm			Kap
yko			Yasa
ykr			Yekora
ykt			Kathu
yky			Yakoma
yla			Yaul
ylb			Yaleba
yle			Yele
ylg			Yelogu
yli			Angguruk Yali
yll			Yil
ylm			Limi
yln			Langnian Buyang
ylo			Naluo Yi
ylr			Yalarnnga
ylu			Aribwaung
yly			Nyâlayu
yma			Yamphe
ymb			Yambes
ymc			Southern Muji
ymd			Muda
yme			Yameo
ymg			Yamongeri
ymh			Mili
ymi			Moji
ymk			Makwe
yml			Iamalele
ymm			Maay
ymn			Yamna
ymo			Yangum Mon
ymp			Yamap
ymq			Qila Muji
ymr			Malasar
yms			Mysian
ymt			Mator-Taygi-Karagas
ymx			Northern Muji
ymz			Muzi
yna			Aluo
ynd			Yandruwandha
yne			Lang'e
yng			Yango
ynh			Yangho
ynk			Naukan Yupik
ynl			Yangulam
ynn			Yana
yno			Yong
yns			Yansi
ynu			Yahuna
yob			Yoba
yog			Yogad
yoi			Yonaguni
yok			Yokuts
yol			Yola
yom			Yombe
yon			Yonggom
yor	yor	yo	Yoruba
yos			Yos
yox			Yoron
yoy			Yoy
ypa			Phala
ypb			Labo Phowa
ypg			Phola
yph			Phupha
ypm			Phuma
ypn			Ani Phowa
ypo			Alo Phola
ypp			Phupa
ypz			Phuza
yra			Yerakai
yrb			Yareba
yre			Yaouré
yri			Yarí
yrk			Nenets
yrl			Nhengatu
yrn			Yerong
yrs			Yarsun
yrw			Yarawata
ysc			Yassic
ysd			Samatao
ysl			Yugoslavian Sign Language
ysn			Sani
yso			Nisi (China)
ysp			Southern Lolopo
ysr			Sirenik Yupik
yss			Yessan-Mayo
ysy			Sanie
yta			Talu
ytl			Tanglang
ytp			Thopho
ytw			Yout Wam
yua			Yucateco
yub			Yugambal
yuc			Yuchi
yud			Judeo-Tripolitanian Arabic
yue			Yue Chinese
yuf			Havasupai-Walapai-Yavapai
yug			Yug
yui			Yurutí
yuj			Karkar-Yuri
yuk			Yuki
yul			Yulu
yum			Quechan
yun			Bena (Nigeria)
yup			Yukpa
yuq			Yuqui
yur			Yurok
yut			Yopno
yuu			Yugh
yuw			Yau (Morobe Province)
yux			Southern Yukaghir
yuy			East Yugur
yuz			Yuracare
yva			Yawa
yvt			Yavitero
ywa			Kalou
ywl			Western Lalu
ywn			Yawanawa
ywq			Wuding-Luquan Yi
ywr			Yawuru
ywt			Xishanba Lalo
ywu			Wumeng Nasu
yww			Yawarawarga
yyu			Yau (Sandaun Province)
yyz			Ayizi
yzg			E'ma Buyang
yzk			Zokhuo
zaa			Sierra de Juárez Zapotec
zab			San Juan Guelavía Zapotec
zac			Ocotlán Zapotec
zad			Cajonos Zapotec
zae			Yareni Zapotec
zaf			Ayoquesco Zapotec
zag			Zaghawa
zah			Zangwal
zai			Isthmus Zapotec
zaj			Zaramo
zak			Zanaki
zal			Zauzou
zam			Miahuatlán Zapotec
zao			Ozolotepec Zapotec
zap	zap		Zapotec
zaq			Aloápam Zapotec
zar			Rincón Zapotec
zas			Santo Domingo Albarradas Zapotec
zat			Tabaa Zapotec
zau			Zangskari
zav			Yatzachi Zapotec
zaw			Mitla Zapotec
zax			Xadani Zapotec
zay			Zayse-Zergulla
zaz			Zari
zbc			Central Berawan
zbe			East Berawan
zbl	zbl		Blissymbols
zbt			Batui
zbw			West Berawan
zca			Coatecas Altas Zapotec
zch			Central Hongshuihe Zhuang
zdj			Ngazidja Comorian
zea			Zeeuws
zeg			Zenag
zeh			Eastern Hongshuihe Zhuang
zen	zen		Zenaga
zga			Kinga
zgb			Guibei Zhuang
zgm			Minz Zhuang
zgn			Guibian Zhuang
zgr			Magori
zha	zha	za	Zhuang
zhb			Zhaba
zhd			Dai Zhuang
zhi			Zhire
zhn			Nong Zhuang
zho	zho / chi* 	zh	Chinese
zhw			Zhoa
zia			Zia
zib			Zimbabwe Sign Language
zik			Zimakani
zim			Mesme
zin			Zinza
zir			Ziriya
ziw			Zigula
ziz			Zizilivakan
zka			Kaimbulawa
zkb			Koibal
zkg			Koguryo
zkh			Khorezmian
zkk			Karankawa
zko			Kott
zkp			São Paulo Kaingáng
zkr			Zakhring
zkt			Kitan
zku			Kaurna
zkv			Krevinian
zkz			Khazar
zlj			Liujiang Zhuang
zlm			Malay (individual language)
zln			Lianshan Zhuang
zlq			Liuqian Zhuang
zma			Manda (Australia)
zmb			Zimba
zmc			Margany
zmd			Maridan
zme			Mangerr
zmf			Mfinu
zmg			Marti Ke
zmh			Makolkol
zmi			Negeri Sembilan Malay
zmj			Maridjabin
zmk			Mandandanyi
zml			Madngele
zmm			Marimanindji
zmn			Mbangwe
zmo			Molo
zmp			Mpuono
zmq			Mituku
zmr			Maranunggu
zms			Mbesa
zmt			Maringarr
zmu			Muruwari
zmv			Mbariman-Gudhinma
zmw			Mbo (Democratic Republic of Congo)
zmx			Bomitaba
zmy			Mariyedi
zmz			Mbandja
zna			Zan Gula
zne			Zande (individual language)
zng			Mang
znk			Manangkari
zns			Mangas
zoc			Copainalá Zoque
zoh			Chimalapa Zoque
zom			Zou
zoo			Asunción Mixtepec Zapotec
zoq			Tabasco Zoque
zor			Rayón Zoque
zos			Francisco León Zoque
zpa			Lachiguiri Zapotec
zpb			Yautepec Zapotec
zpc			Choapan Zapotec
zpd			Southeastern Ixtlán Zapotec
zpe			Petapa Zapotec
zpf			San Pedro Quiatoni Zapotec
zpg			Guevea De Humboldt Zapotec
zph			Totomachapan Zapotec
zpi			Santa María Quiegolani Zapotec
zpj			Quiavicuzas Zapotec
zpk			Tlacolulita Zapotec
zpl			Lachixío Zapotec
zpm			Mixtepec Zapotec
zpn			Santa Inés Yatzechi Zapotec
zpo			Amatlán Zapotec
zpp			El Alto Zapotec
zpq			Zoogocho Zapotec
zpr			Santiago Xanica Zapotec
zps			Coatlán Zapotec
zpt			San Vicente Coatlán Zapotec
zpu			Yalálag Zapotec
zpv			Chichicapan Zapotec
zpw			Zaniza Zapotec
zpx			San Baltazar Loxicha Zapotec
zpy			Mazaltepec Zapotec
zpz			Texmelucan Zapotec
zqe			Qiubei Zhuang
zra			Kara (Korea)
zrg			Mirgan
zrn			Zerenkel
zro			Záparo
zrp			Zarphatic
zrs			Mairasi
zsa			Sarasira
zsk			Kaskean
zsl			Zambian Sign Language
zsm			Standard Malay
zsr			Southern Rincon Zapotec
zsu			Sukurum
zte			Elotepec Zapotec
ztg			Xanaguía Zapotec
ztl			Lapaguía-Guivini Zapotec
ztm			San Agustín Mixtepec Zapotec
ztn			Santa Catarina Albarradas Zapotec
ztp			Loxicha Zapotec
ztq			Quioquitani-Quierí Zapotec
zts			Tilquiapan Zapotec
ztt			Tejalapan Zapotec
ztu			Güilá Zapotec
ztx			Zaachila Zapotec
zty			Yatee Zapotec
zua			Zeem
zuh			Tokano
zul	zul	zu	Zulu
zum			Kumzari
zun	zun		Zuni
zuy			Zumaya
zwa			Zay
zyb			Yongbei Zhuang
zyg			Yang Zhuang
zyj			Youjiang Zhuang
zyn			Yongnan Zhuang
zyp			Zyphe
zza	zza		Zaza
zzj			Zuojiang Zhuang
